sale_id,product_id,date,quantity_sold,revenue
2683,197,2025-06-25,3,831.15
2684,80,2025-08-12,1,93.07
2685,195,2025-08-06,1,42.98
2686,54,2025-11-03,1,75.65
2687,50,2025-05-28,1,43.43
2688,137,2025-06-10,1,87.12
2689,113,2025-06-29,3,332.04
2690,70,2025-10-10,1,227.4
2691,71,2025-09-16,1,63.32
2692,160,2025-09-02,2,632.78
2693,27,2025-07-24,1,76.62
2694,90,2025-08-19,2,741.9
2695,70,2025-07-29,1,227.4
2696,181,2025-08-01,4,553.08
2697,147,2025-09-12,1,292.72
2698,19,2025-08-20,1,151.63
2699,87,2025-11-04,3,62.91
2700,13,2025-11-09,1,458.58
2701,121,2025-11-10,10,1736.9
2702,13,2025-11-04,1,458.58
2703,14,2025-07-12,1,122.12
2704,101,2025-11-12,1,67.75
2705,153,2025-07-27,6,1740.3
2706,162,2025-08-31,5,1964.75
2707,180,2025-06-21,1,348.41
2708,92,2025-08-05,1,444.04
2709,51,2025-09-10,3,626.82
2710,172,2025-08-06,4,1563.2
2711,21,2025-11-13,16,686.56
2712,194,2025-06-06,4,1300.8
2713,146,2025-06-21,1,67.35
2714,179,2025-09-26,1,390.58
2715,117,2025-08-26,1,239.66
2716,165,2025-07-02,3,778.56
2717,120,2025-11-08,2,533.1
2718,58,2025-08-11,1,155.18
2719,158,2025-06-20,1,396.76
2720,94,2025-08-01,1,394.33
2721,180,2025-07-15,7,2438.87
2722,85,2025-06-09,4,1173.6
2723,84,2025-09-12,1,320.77
2724,8,2025-08-21,1,326.57
2725,29,2025-11-06,1,227.09
2726,119,2025-10-16,5,882.1
2727,73,2025-06-28,4,996.72
2728,155,2025-10-27,2,541.12
2729,131,2025-07-05,1,118.21
2730,183,2025-08-04,4,804.08
2731,84,2025-07-16,2,641.54
2732,19,2025-09-20,4,606.52
2733,137,2025-07-23,1,87.12
2734,152,2025-08-15,1,280.26
2735,159,2025-09-01,1,52.64
2736,41,2025-10-30,10,3240.3
2737,99,2025-07-10,1,426.98
2738,54,2025-08-08,5,378.25
2739,152,2025-09-05,1,280.26
2740,112,2025-07-16,2,414.58
2741,88,2025-08-06,2,99.7
2742,61,2025-07-30,1,306.55
2743,172,2025-09-04,1,390.8
2744,183,2025-10-30,2,402.04
2745,125,2025-08-17,1,269.24
2746,153,2025-06-01,1,290.05
2747,143,2025-06-11,1,152.13
2748,114,2025-11-08,1,192.4
2749,104,2025-11-08,1,235.79
2750,28,2025-10-13,3,594.54
2751,153,2025-05-31,4,1160.2
2752,98,2025-11-16,1,14.72
2753,166,2025-07-25,3,823.02
2754,24,2025-09-16,1,282.89
2755,36,2025-09-13,6,541.62
2756,194,2025-06-18,3,975.6
2757,1,2025-08-31,4,233.96
2758,170,2025-07-30,1,36.25
2759,137,2025-08-30,1,87.12
2760,158,2025-10-10,2,793.52
2761,51,2025-09-08,1,208.94
2762,82,2025-09-29,1,420.32
2763,174,2025-09-06,1,244.5
2764,112,2025-07-08,3,621.87
2765,89,2025-09-03,13,955.63
2766,150,2025-11-02,1,76.52
2767,131,2025-11-10,2,236.42
2768,33,2025-09-22,5,2144.85
2769,16,2025-07-31,1,389.87
2770,141,2025-10-20,10,1906.7
2771,1,2025-08-04,3,175.47
2772,92,2025-08-30,1,444.04
2773,73,2025-07-09,6,1495.08
2774,61,2025-07-23,1,306.55
2775,152,2025-05-30,1,280.26
2776,82,2025-08-22,3,1260.96
2777,104,2025-06-24,1,235.79
2778,140,2025-10-30,1,260.68
2779,45,2025-06-14,1,38.76
2780,49,2025-08-16,2,717.0
2781,93,2025-05-31,5,481.65
2782,40,2025-09-06,1,218.81
2783,172,2025-05-27,1,390.8
2784,3,2025-09-08,1,116.57
2785,5,2025-10-21,1,257.39
2786,125,2025-08-07,3,807.72
2787,35,2025-07-20,1,246.18
2788,165,2025-08-17,4,1038.08
2789,117,2025-10-25,6,1437.96
2790,179,2025-10-13,2,781.16
2791,109,2025-08-11,2,233.82
2792,117,2025-09-09,2,479.32
2793,142,2025-09-30,5,129.95
2794,99,2025-08-23,1,426.98
2795,48,2025-09-02,1,74.62
2796,2,2025-09-23,2,91.66
2797,188,2025-08-16,1,159.02
2798,129,2025-08-04,1,227.94
2799,140,2025-11-18,3,782.04
2800,9,2025-10-24,11,608.08
2801,146,2025-11-09,2,134.7
2802,95,2025-06-01,1,226.67
2803,124,2025-08-06,9,518.22
2804,21,2025-06-21,1,42.91
2805,188,2025-09-26,2,318.04
2806,193,2025-10-16,4,956.6
2807,120,2025-05-29,2,533.1
2808,134,2025-09-17,6,1504.62
2809,23,2025-08-03,1,90.41
2810,162,2025-09-18,4,1571.8
2811,172,2025-09-02,1,390.8
2812,163,2025-08-11,2,563.54
2813,149,2025-11-15,1,352.67
2814,14,2025-08-30,7,854.84
2815,137,2025-06-13,4,348.48
2816,121,2025-10-26,1,173.69
2817,121,2025-07-25,2,347.38
2818,85,2025-07-09,1,293.4
2819,76,2025-10-04,1,82.27
2820,10,2025-07-14,3,858.81
2821,153,2025-10-14,4,1160.2
2822,187,2025-09-11,4,1207.24
2823,67,2025-06-03,1,67.21
2824,122,2025-07-14,2,215.94
2825,147,2025-10-21,1,292.72
2826,75,2025-10-06,4,1665.28
2827,160,2025-08-01,1,316.39
2828,125,2025-10-20,1,269.24
2829,130,2025-09-13,1,250.2
2830,72,2025-07-22,1,451.04
2831,158,2025-09-04,1,396.76
2832,66,2025-10-20,1,255.4
2833,29,2025-10-16,2,454.18
2834,152,2025-11-15,6,1681.56
2835,169,2025-06-19,1,210.77
2836,45,2025-11-03,1,38.76
2837,180,2025-06-16,1,348.41
2838,47,2025-06-16,4,432.4
2839,9,2025-10-11,1,55.28
2840,22,2025-06-03,10,2357.1
2841,153,2025-10-02,8,2320.4
2842,40,2025-06-23,5,1094.05
2843,193,2025-08-24,15,3587.25
2844,198,2025-05-26,1,62.2
2845,170,2025-10-30,1,36.25
2846,164,2025-10-31,1,217.61
2847,148,2025-10-28,3,151.14
2848,89,2025-07-15,1,73.51
2849,68,2025-09-09,4,988.36
2850,30,2025-11-05,1,390.75
2851,119,2025-11-16,2,352.84
2852,78,2025-07-14,1,272.68
2853,193,2025-05-25,7,1674.05
2854,60,2025-10-18,1,416.3
2855,181,2025-06-05,1,138.27
2856,68,2025-07-06,1,247.09
2857,112,2025-08-17,1,207.29
2858,115,2025-10-16,1,53.39
2859,81,2025-07-31,9,2907.99
2860,175,2025-10-20,9,799.11
2861,25,2025-10-28,7,834.96
2862,164,2025-07-05,1,217.61
2863,111,2025-10-11,2,795.96
2864,167,2025-10-22,5,85.05
2865,86,2025-10-16,1,9.58
2866,26,2025-11-01,1,355.55
2867,150,2025-08-15,1,76.52
2868,198,2025-09-18,3,186.6
2869,62,2025-09-02,3,196.86
2870,151,2025-06-19,4,1104.44
2871,134,2025-10-18,1,250.77
2872,177,2025-10-22,14,1924.3
2873,81,2025-06-13,2,646.22
2874,173,2025-06-06,1,155.92
2875,18,2025-10-02,1,409.38
2876,26,2025-11-01,3,1066.65
2877,176,2025-11-01,2,554.12
2878,57,2025-09-06,3,1291.17
2879,65,2025-11-09,1,268.55
2880,7,2025-05-23,2,482.22
2881,15,2025-09-02,8,958.0
2882,169,2025-06-22,6,1264.62
2883,56,2025-10-09,9,2318.04
2884,164,2025-05-26,1,217.61
2885,31,2025-09-05,1,92.71
2886,155,2025-06-02,1,270.56
2887,169,2025-06-30,4,843.08
2888,166,2025-11-18,3,823.02
2889,48,2025-08-22,6,447.72
2890,179,2025-07-12,1,390.58
2891,76,2025-06-24,1,82.27
2892,20,2025-10-20,3,1123.41
2893,71,2025-09-24,4,253.28
2894,178,2025-07-21,7,132.65
2895,198,2025-10-25,4,248.8
2896,66,2025-10-31,1,255.4
2897,19,2025-08-17,1,151.63
2898,16,2025-10-07,1,389.87
2899,86,2025-08-19,16,153.28
2900,67,2025-07-13,9,604.89
2901,68,2025-10-23,1,247.09
2902,18,2025-06-25,2,818.76
2903,52,2025-08-03,2,285.14
2904,46,2025-08-13,3,1269.96
2905,28,2025-06-01,1,198.18
2906,197,2025-07-19,1,277.05
2907,158,2025-08-23,3,1190.28
2908,114,2025-10-30,3,577.2
2909,27,2025-07-30,1,76.62
2910,19,2025-09-07,2,303.26
2911,65,2025-09-08,4,1074.2
2912,5,2025-08-13,6,1544.34
2913,39,2025-06-28,3,976.8
2914,1,2025-10-22,8,467.92
2915,171,2025-11-17,2,468.72
2916,39,2025-07-10,3,976.8
2917,101,2025-06-14,2,135.5
2918,132,2025-11-09,5,728.9
2919,198,2025-10-17,2,124.4
2920,112,2025-07-20,1,207.29
2921,187,2025-09-27,4,1207.24
2922,18,2025-07-31,2,818.76
2923,1,2025-09-02,1,58.49
2924,177,2025-09-03,5,687.25
2925,124,2025-10-31,1,57.58
2926,138,2025-11-12,12,1790.52
2927,92,2025-10-13,1,444.04
2928,78,2025-06-20,1,272.68
2929,162,2025-08-04,17,6680.15
2930,166,2025-09-10,1,274.34
2931,137,2025-07-31,5,435.6
2932,88,2025-11-12,1,49.85
2933,118,2025-11-18,6,2402.04
2934,75,2025-07-09,3,1248.96
2935,46,2025-10-06,2,846.64
2936,99,2025-09-18,3,1280.94
2937,77,2025-07-21,3,1339.68
2938,28,2025-10-04,2,396.36
2939,92,2025-06-01,1,444.04
2940,162,2025-06-11,1,392.95
2941,49,2025-10-19,1,358.5
2942,50,2025-09-05,1,43.43
2943,152,2025-11-13,1,280.26
2944,100,2025-09-14,1,231.51
2945,139,2025-07-08,3,207.57
2946,128,2025-11-07,3,473.76
2947,116,2025-10-24,10,3623.2
2948,5,2025-06-07,1,257.39
2949,15,2025-06-17,1,119.75
2950,185,2025-06-24,1,286.71
2951,31,2025-06-07,1,92.71
2952,168,2025-11-01,4,1097.16
2953,118,2025-06-19,8,3202.72
2954,138,2025-11-16,1,149.21
2955,149,2025-07-31,1,352.67
2956,19,2025-07-28,1,151.63
2957,37,2025-11-03,3,246.42
2958,5,2025-06-27,1,257.39
2959,159,2025-06-25,1,52.64
2960,180,2025-10-07,3,1045.23
2961,4,2025-08-08,1,137.9
2962,13,2025-09-04,7,3210.06
2963,25,2025-10-21,1,119.28
2964,44,2025-11-01,8,143.04
2965,17,2025-06-08,5,1100.95
2966,28,2025-08-20,1,198.18
2967,153,2025-06-14,4,1160.2
2968,57,2025-09-03,1,430.39
2969,52,2025-08-09,1,142.57
2970,189,2025-09-19,3,616.2
2971,84,2025-10-27,1,320.77
2972,176,2025-07-09,2,554.12
2973,36,2025-08-18,1,90.27
2974,55,2025-10-02,4,1513.2
2975,152,2025-06-06,1,280.26
2976,17,2025-06-08,1,220.19
2977,37,2025-10-27,4,328.56
2978,44,2025-08-06,3,53.64
2979,142,2025-09-21,1,25.99
2980,63,2025-05-31,7,1427.09
2981,11,2025-08-11,1,258.56
2982,162,2025-08-15,2,785.9
2983,200,2025-06-20,1,23.22
2984,125,2025-06-13,1,269.24
2985,2,2025-06-28,1,45.83
2986,23,2025-06-05,3,271.23
2987,152,2025-07-25,6,1681.56
2988,107,2025-11-12,5,1086.4
2989,198,2025-07-23,1,62.2
2990,33,2025-06-08,1,428.97
2991,164,2025-08-17,1,217.61
2992,116,2025-08-17,1,362.32
2993,45,2025-07-21,2,77.52
2994,10,2025-07-02,2,572.54
2995,184,2025-09-08,2,134.68
2996,23,2025-05-23,2,180.82
2997,78,2025-10-25,1,272.68
2998,2,2025-08-09,2,91.66
2999,50,2025-07-30,1,43.43
3000,136,2025-07-23,11,2638.46
3001,159,2025-07-20,1,52.64
3002,195,2025-10-25,12,515.76
3003,130,2025-07-01,1,250.2
3004,198,2025-11-14,4,248.8
3005,54,2025-09-04,1,75.65
3006,50,2025-09-28,1,43.43
3007,39,2025-11-09,5,1628.0
3008,122,2025-07-24,2,215.94
3009,41,2025-06-12,3,972.09
3010,12,2025-10-06,1,58.8
3011,94,2025-10-22,1,394.33
3012,112,2025-07-21,1,207.29
3013,158,2025-07-25,4,1587.04
3014,195,2025-08-31,1,42.98
3015,27,2025-08-16,4,306.48
3016,138,2025-05-23,1,149.21
3017,8,2025-06-25,1,326.57
3018,30,2025-07-17,1,390.75
3019,61,2025-08-10,3,919.65
3020,152,2025-07-23,2,560.52
3021,108,2025-06-29,1,153.45
3022,174,2025-11-01,10,2445.0
3023,59,2025-06-20,4,193.32
3024,84,2025-10-22,1,320.77
3025,61,2025-11-08,6,1839.3
3026,52,2025-10-12,1,142.57
3027,57,2025-07-16,1,430.39
3028,150,2025-10-23,1,76.52
3029,112,2025-06-23,1,207.29
3030,157,2025-08-14,1,390.29
3031,100,2025-07-03,1,231.51
3032,118,2025-07-18,3,1201.02
3033,162,2025-10-27,1,392.95
3034,70,2025-09-04,1,227.4
3035,33,2025-10-15,1,428.97
3036,146,2025-11-01,1,67.35
3037,35,2025-07-12,1,246.18
3038,120,2025-09-02,1,266.55
3039,44,2025-10-16,4,71.52
3040,57,2025-08-15,6,2582.34
3041,155,2025-10-23,1,270.56
3042,164,2025-10-14,9,1958.49
3043,44,2025-07-29,2,35.76
3044,142,2025-10-17,5,129.95
3045,23,2025-10-29,1,90.41
3046,134,2025-07-20,2,501.54
3047,56,2025-08-22,2,515.12
3048,119,2025-06-11,1,176.42
3049,187,2025-07-25,1,301.81
3050,64,2025-11-16,1,27.67
3051,112,2025-07-27,2,414.58
3052,152,2025-10-30,8,2242.08
3053,147,2025-09-18,6,1756.32
3054,107,2025-07-04,11,2390.08
3055,11,2025-06-01,14,3619.84
3056,188,2025-10-21,4,636.08
3057,9,2025-05-24,1,55.28
3058,101,2025-09-01,1,67.75
3059,179,2025-11-13,7,2734.06
3060,116,2025-09-01,2,724.64
3061,22,2025-10-21,2,471.42
3062,4,2025-11-06,5,689.5
3063,105,2025-07-16,8,455.44
3064,34,2025-07-08,1,160.01
3065,62,2025-11-05,4,262.48
3066,24,2025-11-05,1,282.89
3067,172,2025-10-19,1,390.8
3068,181,2025-06-23,1,138.27
3069,147,2025-06-25,4,1170.88
3070,7,2025-11-10,16,3857.76
3071,119,2025-06-26,4,705.68
3072,181,2025-11-15,2,276.54
3073,95,2025-07-12,2,453.34
3074,181,2025-09-29,3,414.81
3075,161,2025-11-04,1,195.82
3076,177,2025-09-23,1,137.45
3077,9,2025-07-02,1,55.28
3078,193,2025-10-22,1,239.15
3079,157,2025-09-28,2,780.58
3080,54,2025-09-17,4,302.6
3081,21,2025-06-06,2,85.82
3082,86,2025-07-10,3,28.74
3083,15,2025-09-03,2,239.5
3084,173,2025-07-24,1,155.92
3085,14,2025-10-28,1,122.12
3086,94,2025-09-02,1,394.33
3087,11,2025-08-02,1,258.56
3088,45,2025-07-26,3,116.28
3089,181,2025-09-10,1,138.27
3090,182,2025-10-16,4,1412.52
3091,36,2025-09-06,11,992.97
3092,62,2025-09-16,2,131.24
3093,167,2025-10-18,1,17.01
3094,193,2025-08-01,2,478.3
3095,180,2025-08-16,1,348.41
3096,191,2025-08-03,4,720.36
3097,83,2025-07-31,1,142.96
3098,69,2025-07-05,2,458.02
3099,109,2025-07-29,1,116.91
3100,17,2025-05-24,1,220.19
3101,116,2025-06-17,1,362.32
3102,135,2025-06-08,5,52.95
3103,121,2025-11-13,5,868.45
3104,174,2025-06-04,5,1222.5
3105,75,2025-06-01,1,416.32
3106,95,2025-08-23,4,906.68
3107,178,2025-08-04,4,75.8
3108,17,2025-09-22,1,220.19
3109,118,2025-10-16,1,400.34
3110,101,2025-10-03,6,406.5
3111,74,2025-10-19,9,1885.23
3112,20,2025-08-19,1,374.47
3113,71,2025-07-08,1,63.32
3114,38,2025-07-25,2,673.38
3115,53,2025-10-14,2,164.66
3116,161,2025-06-28,1,195.82
3117,107,2025-07-01,10,2172.8
3118,139,2025-06-08,8,553.52
3119,122,2025-08-23,1,107.97
3120,114,2025-10-07,4,769.6
3121,6,2025-06-27,1,272.35
3122,17,2025-10-14,1,220.19
3123,60,2025-10-21,5,2081.5
3124,134,2025-08-23,3,752.31
3125,106,2025-09-05,2,482.5
3126,168,2025-06-07,3,822.87
3127,84,2025-11-07,2,641.54
3128,171,2025-09-28,3,703.08
3129,141,2025-07-08,1,190.67
3130,78,2025-06-07,2,545.36
3131,79,2025-09-29,1,133.94
3132,67,2025-10-10,1,67.21
3133,96,2025-09-13,10,1102.8
3134,198,2025-07-13,5,311.0
3135,38,2025-09-10,1,336.69
3136,117,2025-08-30,9,2156.94
3137,159,2025-08-17,7,368.48
3138,183,2025-10-20,2,402.04
3139,47,2025-07-30,10,1081.0
3140,182,2025-10-08,3,1059.39
3141,171,2025-10-13,4,937.44
3142,42,2025-11-13,1,413.99
3143,11,2025-10-13,15,3878.4
3144,148,2025-08-03,1,50.38
3145,67,2025-05-31,1,67.21
3146,53,2025-10-24,2,164.66
3147,9,2025-08-08,3,165.84
3148,89,2025-05-25,1,73.51
3149,115,2025-08-13,2,106.78
3150,42,2025-09-25,2,827.98
3151,32,2025-11-01,11,3124.99
3152,104,2025-09-29,8,1886.32
3153,197,2025-10-12,1,277.05
3154,118,2025-07-23,7,2802.38
3155,40,2025-08-07,1,218.81
3156,190,2025-07-06,2,203.18
3157,130,2025-06-30,1,250.2
3158,181,2025-07-11,1,138.27
3159,75,2025-07-23,10,4163.2
3160,194,2025-05-23,11,3577.2
3161,147,2025-08-06,3,878.16
3162,145,2025-08-08,3,637.95
3163,114,2025-09-27,1,192.4
3164,29,2025-10-24,3,681.27
3165,11,2025-09-20,1,258.56
3166,142,2025-06-27,1,25.99
3167,7,2025-10-17,1,241.11
3168,57,2025-05-30,1,430.39
3169,24,2025-09-22,1,282.89
3170,156,2025-06-29,3,442.05
3171,150,2025-09-02,2,153.04
3172,197,2025-08-08,1,277.05
3173,6,2025-07-19,1,272.35
3174,115,2025-07-23,3,160.17
3175,23,2025-10-23,11,994.51
3176,101,2025-07-03,1,67.75
3177,82,2025-08-10,2,840.64
3178,131,2025-10-03,8,945.68
3179,171,2025-07-16,1,234.36
3180,38,2025-09-30,3,1010.07
3181,110,2025-11-11,2,182.02
3182,96,2025-07-15,1,110.28
3183,89,2025-07-08,1,73.51
3184,115,2025-11-18,9,480.51
3185,23,2025-08-12,1,90.41
3186,114,2025-05-23,4,769.6
3187,107,2025-06-13,4,869.12
3188,74,2025-11-09,1,209.47
3189,187,2025-07-06,10,3018.1
3190,109,2025-07-12,3,350.73
3191,107,2025-09-20,1,217.28
3192,151,2025-09-30,2,552.22
3193,37,2025-08-13,1,82.14
3194,122,2025-08-22,13,1403.61
3195,135,2025-06-30,12,127.08
3196,17,2025-05-24,8,1761.52
3197,152,2025-08-11,4,1121.04
3198,23,2025-10-27,1,90.41
3199,164,2025-11-18,11,2393.71
3200,107,2025-11-18,1,217.28
3201,119,2025-07-18,3,529.26
3202,194,2025-10-24,7,2276.4
3203,52,2025-11-17,1,142.57
3204,98,2025-10-15,1,14.72
3205,126,2025-08-13,1,137.1
3206,78,2025-11-07,8,2181.44
3207,78,2025-06-01,2,545.36
3208,190,2025-08-06,1,101.59
3209,7,2025-06-08,4,964.44
3210,40,2025-09-30,1,218.81
3211,164,2025-10-24,5,1088.05
3212,121,2025-10-16,1,173.69
3213,171,2025-07-20,6,1406.16
3214,107,2025-07-27,1,217.28
3215,177,2025-10-04,3,412.35
3216,8,2025-09-09,1,326.57
3217,71,2025-07-15,2,126.64
3218,18,2025-10-11,2,818.76
3219,93,2025-09-02,2,192.66
3220,145,2025-09-10,1,212.65
3221,67,2025-09-28,2,134.42
3222,122,2025-08-05,10,1079.7
3223,31,2025-09-02,1,92.71
3224,188,2025-10-22,2,318.04
3225,67,2025-07-08,1,67.21
3226,15,2025-09-26,1,119.75
3227,119,2025-10-27,6,1058.52
3228,35,2025-06-19,1,246.18
3229,14,2025-10-12,1,122.12
3230,108,2025-07-30,3,460.35
3231,92,2025-05-29,1,444.04
3232,75,2025-06-27,2,832.64
3233,20,2025-07-11,2,748.94
3234,197,2025-06-25,2,554.1
3235,196,2025-07-26,1,230.29
3236,193,2025-06-03,1,239.15
3237,83,2025-08-07,6,857.76
3238,176,2025-06-12,4,1108.24
3239,70,2025-09-17,3,682.2
3240,177,2025-05-25,1,137.45
3241,137,2025-11-03,3,261.36
3242,37,2025-11-13,1,82.14
3243,133,2025-06-13,1,39.41
3244,200,2025-08-03,1,23.22
3245,88,2025-09-06,7,348.95
3246,42,2025-09-28,1,413.99
3247,40,2025-07-08,2,437.62
3248,49,2025-09-09,4,1434.0
3249,144,2025-06-21,2,697.04
3250,135,2025-09-28,5,52.95
3251,183,2025-06-15,2,402.04
3252,194,2025-08-01,4,1300.8
3253,107,2025-06-11,1,217.28
3254,20,2025-09-17,1,374.47
3255,34,2025-10-06,7,1120.07
3256,123,2025-07-13,1,272.97
3257,177,2025-09-07,1,137.45
3258,114,2025-08-18,6,1154.4
3259,153,2025-08-14,2,580.1
3260,88,2025-07-01,1,49.85
3261,78,2025-06-09,1,272.68
3262,31,2025-06-27,1,92.71
3263,178,2025-10-10,1,18.95
3264,59,2025-06-03,1,48.33
3265,54,2025-06-04,1,75.65
3266,21,2025-08-20,1,42.91
3267,196,2025-09-28,4,921.16
3268,20,2025-06-06,1,374.47
3269,124,2025-09-25,4,230.32
3270,11,2025-11-08,1,258.56
3271,9,2025-06-09,4,221.12
3272,132,2025-10-06,2,291.56
3273,121,2025-11-07,1,173.69
3274,65,2025-06-24,1,268.55
3275,78,2025-06-27,3,818.04
3276,194,2025-08-29,1,325.2
3277,32,2025-10-30,7,1988.63
3278,53,2025-10-08,2,164.66
3279,52,2025-08-30,1,142.57
3280,90,2025-06-28,1,370.95
3281,38,2025-08-24,5,1683.45
3282,72,2025-08-15,8,3608.32
3283,90,2025-05-26,1,370.95
3284,129,2025-07-19,4,911.76
3285,157,2025-07-13,1,390.29
3286,146,2025-07-06,1,67.35
3287,149,2025-08-17,4,1410.68
3288,136,2025-09-11,1,239.86
3289,50,2025-08-10,9,390.87
3290,44,2025-07-14,6,107.28
3291,138,2025-08-01,1,149.21
3292,186,2025-08-20,1,247.58
3293,55,2025-10-01,7,2648.1
3294,182,2025-08-26,1,353.13
3295,179,2025-11-10,4,1562.32
3296,113,2025-08-26,3,332.04
3297,28,2025-07-05,1,198.18
3298,91,2025-09-05,11,4008.51
3299,109,2025-10-12,1,116.91
3300,59,2025-09-06,1,48.33
3301,195,2025-11-08,18,773.64
3302,32,2025-06-20,1,284.09
3303,134,2025-08-20,1,250.77
3304,196,2025-06-09,1,230.29
3305,74,2025-06-23,2,418.94
3306,11,2025-07-09,1,258.56
3307,127,2025-06-13,1,88.68
3308,73,2025-10-08,1,249.18
3309,189,2025-09-26,1,205.4
3310,114,2025-11-09,1,192.4
3311,105,2025-11-02,1,56.93
3312,110,2025-07-27,1,91.01
3313,18,2025-08-08,6,2456.28
3314,122,2025-05-28,8,863.76
3315,95,2025-09-22,1,226.67
3316,173,2025-06-17,2,311.84
3317,27,2025-09-22,1,76.62
3318,134,2025-11-12,4,1003.08
3319,22,2025-11-12,1,235.71
3320,102,2025-09-18,1,311.88
3321,152,2025-10-30,11,3082.86
3322,190,2025-10-18,7,711.13
3323,44,2025-06-04,1,17.88
3324,51,2025-08-17,1,208.94
3325,153,2025-11-06,8,2320.4
3326,104,2025-06-27,1,235.79
3327,109,2025-09-01,3,350.73
3328,72,2025-10-16,4,1804.16
3329,197,2025-09-24,2,554.1
3330,70,2025-07-17,4,909.6
3331,165,2025-08-21,8,2076.16
3332,92,2025-06-12,1,444.04
3333,155,2025-08-18,8,2164.48
3334,125,2025-06-17,2,538.48
3335,38,2025-10-21,4,1346.76
3336,28,2025-06-20,1,198.18
3337,126,2025-05-30,2,274.2
3338,161,2025-05-28,8,1566.56
3339,8,2025-05-29,1,326.57
3340,14,2025-09-29,5,610.6
3341,128,2025-08-03,3,473.76
3342,46,2025-06-09,1,423.32
3343,174,2025-08-30,1,244.5
3344,78,2025-07-11,2,545.36
3345,25,2025-11-15,6,715.68
3346,170,2025-08-25,4,145.0
3347,197,2025-08-22,2,554.1
3348,120,2025-08-27,1,266.55
3349,170,2025-09-20,2,72.5
3350,130,2025-08-29,1,250.2
3351,88,2025-07-04,4,199.4
3352,139,2025-08-18,2,138.38
3353,196,2025-09-20,1,230.29
3354,111,2025-07-09,6,2387.88
3355,31,2025-09-15,1,92.71
3356,81,2025-11-17,8,2584.88
3357,114,2025-10-22,1,192.4
3358,9,2025-07-10,1,55.28
3359,169,2025-10-20,5,1053.85
3360,78,2025-08-13,6,1636.08
3361,43,2025-07-25,2,297.26
3362,35,2025-07-14,1,246.18
3363,100,2025-09-14,2,463.02
3364,29,2025-06-11,2,454.18
3365,126,2025-06-15,3,411.3
3366,176,2025-06-12,2,554.12
3367,121,2025-10-11,1,173.69
3368,41,2025-07-01,2,648.06
3369,101,2025-09-13,1,67.75
3370,152,2025-06-03,10,2802.6
3371,158,2025-10-10,3,1190.28
3372,197,2025-09-20,11,3047.55
3373,83,2025-08-10,1,142.96
3374,152,2025-11-03,1,280.26
3375,94,2025-11-05,1,394.33
3376,190,2025-07-28,2,203.18
3377,196,2025-10-09,6,1381.74
3378,88,2025-08-01,1,49.85
3379,110,2025-06-18,1,91.01
3380,92,2025-07-15,1,444.04
3381,15,2025-10-16,3,359.25
3382,64,2025-06-28,1,27.67
3383,80,2025-08-29,2,186.14
3384,177,2025-10-07,1,137.45
3385,79,2025-11-01,1,133.94
3386,44,2025-06-24,1,17.88
3387,84,2025-11-18,1,320.77
3388,169,2025-07-01,5,1053.85
3389,146,2025-11-16,3,202.05
3390,108,2025-07-26,1,153.45
3391,179,2025-08-17,1,390.58
3392,6,2025-10-03,12,3268.2
3393,97,2025-08-22,2,290.86
3394,83,2025-11-11,3,428.88
3395,126,2025-08-15,1,137.1
3396,173,2025-07-08,1,155.92
3397,128,2025-10-27,2,315.84
3398,196,2025-08-27,3,690.87
3399,43,2025-09-30,2,297.26
3400,94,2025-05-25,10,3943.3
3401,52,2025-09-09,2,285.14
3402,20,2025-05-27,5,1872.35
3403,138,2025-08-02,1,149.21
3404,68,2025-10-31,1,247.09
3405,147,2025-08-23,1,292.72
3406,58,2025-06-27,2,310.36
3407,24,2025-08-02,3,848.67
3408,149,2025-05-28,1,352.67
3409,87,2025-06-01,1,20.97
3410,146,2025-09-26,4,269.4
3411,122,2025-07-17,1,107.97
3412,89,2025-08-08,4,294.04
3413,167,2025-08-24,5,85.05
3414,130,2025-11-16,7,1751.4
3415,111,2025-07-07,3,1193.94
3416,81,2025-09-25,1,323.11
3417,103,2025-07-30,1,195.12
3418,132,2025-09-22,1,145.78
3419,196,2025-06-22,2,460.58
3420,5,2025-06-26,2,514.78
3421,133,2025-07-22,5,197.05
3422,148,2025-11-03,3,151.14
3423,170,2025-11-16,14,507.5
3424,191,2025-09-23,8,1440.72
3425,69,2025-09-09,8,1832.08
3426,137,2025-09-07,4,348.48
3427,197,2025-08-21,7,1939.35
3428,145,2025-06-24,3,637.95
3429,16,2025-07-05,2,779.74
3430,94,2025-10-18,1,394.33
3431,62,2025-07-08,1,65.62
3432,176,2025-10-04,4,1108.24
3433,112,2025-06-02,1,207.29
3434,17,2025-06-19,3,660.57
3435,106,2025-11-18,1,241.25
3436,74,2025-10-14,3,628.41
3437,66,2025-07-04,3,766.2
3438,61,2025-09-24,1,306.55
3439,30,2025-08-12,1,390.75
3440,8,2025-09-04,1,326.57
3441,80,2025-07-02,1,93.07
3442,144,2025-09-18,14,4879.28
3443,109,2025-06-03,3,350.73
3444,10,2025-10-11,1,286.27
3445,70,2025-09-15,1,227.4
3446,67,2025-07-25,4,268.84
3447,72,2025-07-10,3,1353.12
3448,46,2025-10-04,3,1269.96
3449,11,2025-09-21,9,2327.04
3450,125,2025-09-29,4,1076.96
